ID;LAT;LONG;Datetime;DIA;MES;HORA;TEMP;RH;WS;PREC;FFMC;DMC;DC;ISI;BUI;FWI;DSR
PasoElLeon;-41;-71;2024-02-26T19:00:00Z;26;2;19;26,910;29,3;0,842;0,000;90,777;9,376;21,048;4,996;9,325;5,215;0,506
PasoElLeon;-41;-71;2024-02-27T14:00:00Z;27;2;14;20,320;40,6;6,764;0,000;90,645;11,544;25,909;6,607;11,493;7,569;0,978
PasoElLeon;-41;-71;2024-02-27T15:00:00Z;27;2;15;20,430;53,5;7,654;0,000;88,913;13,251;30,791;5,390;13,216;6,761;0,801
PasoElLeon;-41;-71;2024-02-27T16:00:00Z;27;2;16;18,620;55,7;7,056;0,000;88,013;14,740;35,346;4,596;14,720;6,178;0,683
PasoElLeon;-41;-71;2024-02-27T17:00:00Z;27;2;17;16,670;74,9;8,658;0,000;84,858;15,500;39,551;3,193;15,659;4,452;0,382
PasoElLeon;-41;-71;2024-02-27T18:00:00Z;27;2;18;15,990;72,9;9,518;0,000;84,369;16,290;43,633;3,120;16,852;4,554;0,398
PasoElLeon;-41;-71;2024-02-27T19:00:00Z;27;2;19;15,890;80,3;9,000;0,000;82,974;16,860;47,697;2,530;17,901;3,774;0,285
PasoElLeon;-41;-71;2024-02-27T20:00:00Z;27;2;20;15,630;86,8;6,113;0,000;81,177;17,237;51,715;1,758;18,805;2,496;0,137
PasoElLeon;-41;-71;2024-02-27T21:00:00Z;27;2;21;15,500;83,0;8,474;0,000;81,177;17,718;55,709;1,981;19,740;3,036;0,194
PasoElLeon;-41;-71;2024-02-27T22:00:00Z;27;2;22;15,370;87,8;8,244;0,000;80,419;18,060;59,679;1,799;20,563;2,776;0,166
PasoElLeon;-41;-71;2024-02-27T23:00:00Z;27;2;23;14,710;84,6;4,608;0,000;80,419;18,475;63,531;1,498;21,396;2,229;0,112
PasoElLeon;-41;-71;2024-02-28T00:00:00Z;28;2;0;14,470;90,7;7,200;0,000;79,264;18,722;67,340;1,517;22,090;2,339;0,122
PasoElLeon;-41;-71;2024-02-28T01:00:00Z;28;2;1;13,650;94,9;4,511;0,000;77,356;18,851;71,001;1,122;22,660;1,417;0,050
PasoElLeon;-41;-71;2024-02-28T02:00:00Z;28;2;2;12,760;95,2;4,169;0,000;76,619;18,964;74,502;1,044;23,178;1,216;0,038
PasoElLeon;-41;-71;2024-02-28T03:00:00Z;28;2;3;12,830;94,2;4,540;0,000;76,619;19,102;78,015;1,064;23,698;1,337;0,045
PasoElLeon;-41;-71;2024-02-28T04:00:00Z;28;2;4;11,620;96,2;3,960;0,000;75,869;19,184;81,311;0,984;24,133;1,057;0,030
PasoElLeon;-41;-71;2024-02-28T05:00:00Z;28;2;5;10,840;98,0;2,430;0,000;74,762;19,225;84,466;0,854;24,506;0,882;0,022
PasoElLeon;-41;-71;2024-02-28T06:00:00Z;28;2;6;10,730;99,4;4,525;0,000;73,621;19,237;87,601;0,898;24,838;0,935;0,024
PasoElLeon;-41;-71;2024-02-28T07:00:00Z;28;2;7;10,460;100,0;2,840;0,000;72,919;19,237;90,688;0,800;25,141;0,840;0,020
PasoElLeon;-41;-71;2024-02-28T08:00:00Z;28;2;8;9,990;100,0;1,984;0,000;72,646;19,237;93,690;0,758;25,424;0,802;0,018
PasoElLeon;-41;-71;2024-02-28T09:00:00Z;28;2;9;10,220;99,8;2,498;0,000;72,646;19,241;96,734;0,778;25,701;0,829;0,020
PasoElLeon;-41;-71;2024-02-28T10:00:00Z;28;2;10;10,990;100,0;2,920;0,000;72,629;19,241;99,916;0,794;25,976;0,852;0,020
PasoElLeon;-41;-71;2024-02-28T11:00:00Z;28;2;11;12,170;92,4;3,168;4,284;36,645;12,850;97,576;0,020;19,335;0,018;0,000
PasoElLeon;-41;-71;2024-02-28T12:00:00Z;28;2;12;13,600;81,6;3,424;4,284;32,036;8,514;95,526;0,007;13,925;0,005;0,000
PasoElLeon;-41;-71;2024-02-28T13:00:00Z;28;2;13;16,450;59,6;5,890;4,284;46,935;6,163;94,018;0,147;10,591;0,092;0,000
PasoElLeon;-41;-71;2024-02-28T14:00:00Z;28;2;14;17,800;50,1;5,422;4,284;56,214;4,921;92,775;0,407;8,690;0,228;0,002
PasoElLeon;-41;-71;2024-02-28T15:00:00Z;28;2;15;19,180;42,6;6,167;4,267;63,309;4,452;91,832;0,668;7,942;0,357;0,004
PasoElLeon;-41;-71;2024-02-28T16:00:00Z;28;2;16;19,560;41,7;5,940;3,978;66,145;4,265;91,556;0,743;7,640;0,389;0,005
PasoElLeon;-41;-71;2024-02-28T17:00:00Z;28;2;17;19,200;40,4;6,080;3,961;66,924;4,149;91,254;0,769;7,451;0,398;0,005
PasoElLeon;-41;-71;2024-02-28T18:00:00Z;28;2;18;18,730;43,9;4,648;3,961;64,464;3,903;90,871;0,652;7,049;0,328;0,004
PasoElLeon;-41;-71;2024-02-28T19:00:00Z;28;2;19;18,490;46,9;4,756;3,961;62,809;3,611;90,449;0,608;6,567;0,296;0,003
PasoElLeon;-41;-71;2024-02-28T20:00:00Z;28;2;20;16,980;60,3;3,661;3,961;55,282;2,863;89,761;0,344;5,303;0,152;0,001
PasoElLeon;-41;-71;2024-02-28T21:00:00Z;28;2;21;13,930;71,4;2,812;3,961;44,943;1,868;88,532;0,094;3,548;0,035;0,000
PasoElLeon;-41;-71;2024-02-28T22:00:00Z;28;2;22;11,100;86,0;3,442;3,961;32,082;0,770;86,809;0,007;1,506;0,002;0,000
PasoElLeon;-41;-71;2024-02-28T23:00:00Z;28;2;23;9,600;90,0;4,540;3,961;23,965;0,182;84,836;0,001;0,363;0,000;0,000
PasoElLeon;-41;-71;2024-02-29T00:00:00Z;29;2;0;9,140;94,7;4,788;3,927;16,451;0,093;82,873;0,000;0,185;0,000;0,000
PasoElLeon;-41;-71;2024-02-29T01:00:00Z;29;2;1;8,690;93,5;3,881;3,400;14,891;0,108;81,901;0,000;0,216;0,000;0,000
PasoElLeon;-41;-71;2024-02-29T02:00:00Z;29;2;2;7,784;98,4;4,403;1,836;12,787;0,024;84,506;0,000;0,048;0,000;0,000
PasoElLeon;-41;-71;2024-02-29T03:00:00Z;29;2;3;6,642;98,3;2,286;0,459;14,199;0,047;86,905;0,000;0,093;0,000;0,000
PasoElLeon;-41;-71;2024-02-29T04:00:00Z;29;2;4;5,762;98,9;1,825;0,323;15,036;0,060;89,147;0,000;0,119;0,000;0,000
PasoElLeon;-41;-71;2024-02-29T05:00:00Z;29;2;5;5,067;99,1;1,559;0,017;15,677;0,069;91,263;0,000;0,138;0,000;0,000
PasoElLeon;-41;-71;2024-02-29T06:00:00Z;29;2;6;4,559;100,0;2,084;0,000;15,677;0,069;93,287;0,000;0,138;0,000;0,000
PasoElLeon;-41;-71;2024-02-29T07:00:00Z;29;2;7;4,149;100,0;1,930;0,000;15,677;0,069;95,238;0,000;0,138;0,000;0,000
PasoElLeon;-41;-71;2024-02-29T08:00:00Z;29;2;8;4,756;100,0;2,696;0,000;15,677;0,069;97,298;0,000;0,138;0,000;0,000
PasoElLeon;-41;-71;2024-02-29T09:00:00Z;29;2;9;5,277;100,0;3,751;0,000;15,677;0,069;99,452;0,000;0,138;0,000;0,000
PasoElLeon;-41;-71;2024-02-29T10:00:00Z;29;2;10;6,264;94,2;6,142;0,000;21,482;0,142;101,783;0,000;0,283;0,000;0,000
PasoElLeon;-41;-71;2024-02-29T11:00:00Z;29;2;11;9,930;75,0;8,831;0,000;42,740;0,612;104,775;0,089;1,206;0,024;0,000
PasoElLeon;-41;-71;2024-02-29T12:00:00Z;29;2;12;13,480;61,1;7,880;0,000;64,721;1,579;108,405;0,775;3,046;0,275;0,003
PasoElLeon;-41;-71;2024-02-29T13:00:00Z;29;2;13;16,840;43,7;6,844;0,000;80,378;3,300;112,640;1,669;6,150;0,788;0,018
PasoElLeon;-41;-71;2024-02-29T14:00:00Z;29;2;14;20,030;40,1;6,847;0,000;86,940;5,458;117,450;3,902;9,779;4,138;0,336
PasoElLeon;-41;-71;2024-02-29T15:00:00Z;29;2;15;23,010;32,6;5,098;0,000;90,221;8,228;122,796;5,717;14,095;7,384;0,936
PasoElLeon;-41;-71;2024-02-29T16:00:00Z;29;2;16;24,700;28,4;6,955;0,000;91,897;11,377;128,446;7,971;18,628;11,336;2,000
PasoElLeon;-41;-71;2024-02-29T17:00:00Z;29;2;17;24,610;33,2;7,272;0,000;91,897;14,304;134,079;8,099;22,585;12,663;2,432
PasoElLeon;-41;-71;2024-02-29T18:00:00Z;29;2;18;23,750;33,9;6,844;0,000;91,897;17,104;139,558;7,926;26,185;13,431;2,700
PasoElLeon;-41;-71;2024-02-29T19:00:00Z;29;2;19;23,320;36,6;6,584;0,000;91,852;19,743;144,960;7,774;29,457;14,061;2,928
PasoElLeon;-41;-71;2024-02-29T20:00:00Z;29;2;20;21,320;44,8;7,146;0,000;90,498;21,853;150,002;6,594;32,037;12,922;2,521
PasoElLeon;-41;-71;2024-02-29T21:00:00Z;29;2;21;19,150;54,1;5,375;0,000;88,728;23,437;154,653;4,679;33,995;10,109;1,633
PasoElLeon;-41;-71;2024-02-29T22:00:00Z;29;2;22;16,850;62,4;6,916;0,000;86,926;24,588;158,890;3,907;35,458;8,892;1,301
PasoElLeon;-41;-71;2024-02-29T23:00:00Z;29;2;23;14,420;74,8;2,394;0,000;84,665;25,254;162,689;2,269;36,388;5,486;0,553
PasoElLeon;-41;-71;2024-03-01T00:00:00Z;1;3;0;14,150;75,4;5,418;0,000;83,778;25,894;166,440;2,345;37,286;5,762;0,604
PasoElLeon;-41;-71;2024-03-01T01:00:00Z;1;3;1;12,550;86,2;3,006;0,000;81,435;26,215;169,903;1,549;37,835;3,779;0,286
PasoElLeon;-41;-71;2024-03-01T02:00:00Z;1;3;2;11,540;89,0;4,205;0,000;79,883;26,452;173,184;1,387;38,285;3,358;0,232
PasoElLeon;-41;-71;2024-03-01T03:00:00Z;1;3;3;11,050;83,5;4,950;0,000;79,883;26,794;176,377;1,440;38,838;3,550;0,256
PasoElLeon;-41;-71;2024-03-01T04:00:00Z;1;3;4;11,430;81,8;7,067;0,000;79,900;27,182;179,639;1,605;39,444;4,060;0,325
PasoElLeon;-41;-71;2024-03-01T05:00:00Z;1;3;5;10,950;82,2;6,199;0,000;79,900;27,548;182,814;1,537;40,020;3,912;0,304
PasoElLeon;-41;-71;2024-03-01T06:00:00Z;1;3;6;10,270;84,0;6,545;0,000;79,900;27,858;185,866;1,564;40,530;4,027;0,320
PasoElLeon;-41;-71;2024-03-01T07:00:00Z;1;3;7;8,960;87,0;4,331;0,000;79,657;28,081;188,683;1,364;40,933;3,478;0,247
PasoElLeon;-41;-71;2024-03-01T08:00:00Z;1;3;8;7,693;95,1;2,473;0,000;77,190;28,155;191,272;1,000;41,162;2,343;0,123
PasoElLeon;-41;-71;2024-03-01T09:00:00Z;1;3;9;7,503;95,2;2,552;0,000;76,200;28,225;193,827;0,936;41,384;2,136;0,104
PasoElLeon;-41;-71;2024-03-01T10:00:00Z;1;3;10;11,470;71,3;3,809;0,000;78,995;28,840;197,095;1,246;42,231;3,204;0,214
PasoElLeon;-41;-71;2024-03-01T11:00:00Z;1;3;11;15,520;50,8;6,574;0,000;83,906;30,234;201,093;2,528;43,949;6,894;0,829
PasoElLeon;-41;-71;2024-03-01T12:00:00Z;1;3;12;18,270;43,3;5,951;0,000;87,013;32,106;205,585;3,768;46,181;10,080;1,624
PasoElLeon;-41;-71;2024-03-01T13:00:00Z;1;3;13;19,170;39,4;7,589;0,000;88,600;34,200;210,240;5,136;48,625;13,336;2,666
PasoElLeon;-41;-71;2024-03-01T14:00:00Z;1;3;14;19,860;38,3;8,104;0,000;89,243;36,404;215,019;5,782;51,156;15,033;3,295
PasoElLeon;-41;-71;2024-03-01T15:00:00Z;1;3;15;20,190;33,9;10,174;0,000;90,119;38,803;219,857;7,276;53,847;18,361;4,695
PasoElLeon;-41;-71;2024-03-01T16:00:00Z;1;3;16;20,590;32,0;9,760;0,000;90,655;41,317;224,767;7,694;56,616;19,639;5,289
PasoElLeon;-41;-71;2024-03-01T17:00:00Z;1;3;17;20,680;34,6;8,078;0,000;90,655;43,745;229,694;7,069;59,270;18,914;4,948
PasoElLeon;-41;-71;2024-03-01T18:00:00Z;1;3;18;19,910;37,1;7,852;0,000;90,655;45,998;234,481;6,989;61,725;19,164;5,065
PasoElLeon;-41;-71;2024-03-01T19:00:00Z;1;3;19;18,380;42,8;5,969;0,000;90,124;47,897;238,994;5,891;63,819;17,199;4,182
PasoElLeon;-41;-71;2024-03-01T20:00:00Z;1;3;20;17,110;45,9;6,088;0,000;89,442;49,577;243,278;5,374;65,688;16,312;3,808
PasoElLeon;-41;-71;2024-03-01T21:00:00Z;1;3;21;15,990;49,8;5,051;0,000;88,658;51,039;247,360;4,557;67,341;14,587;3,125
PasoElLeon;-41;-71;2024-03-01T22:00:00Z;1;3;22;14,940;65,3;5,929;0,000;86,398;51,988;251,253;3,450;68,527;11,836;2,158
PasoElLeon;-41;-71;2024-03-01T23:00:00Z;1;3;23;13,680;73,9;2,747;0,000;84,560;52,645;254,919;2,277;69,439;8,427;1,183
PasoElLeon;-41;-71;2024-03-02T00:00:00Z;2;3;0;13,290;70,8;5,198;0,000;84,311;53,362;258,516;2,490;70,396;9,185;1,378
PasoElLeon;-41;-71;2024-03-02T01:00:00Z;2;3;1;14,020;71,8;7,754;0,000;84,173;54,088;262,243;2,781;71,374;10,167;1,649
PasoElLeon;-41;-71;2024-03-02T02:00:00Z;2;3;2;13,190;81,7;8,431;0,000;82,417;54,534;265,821;2,292;72,093;8,681;1,247
PasoElLeon;-41;-71;2024-03-02T03:00:00Z;2;3;3;12,220;77,8;5,141;0,000;82,417;55,038;269,225;1,942;72,846;7,552;0,974
PasoElLeon;-41;-71;2024-03-02T04:00:00Z;2;3;4;12,280;56,3;5,818;0,000;83,960;56,035;272,639;2,451;74,031;9,352;1,423
PasoElLeon;-41;-71;2024-03-02T05:00:00Z;2;3;5;11,450;65,8;4,338;0,000;83,960;56,766;275,904;2,275;74,971;8,844;1,289
PasoElLeon;-41;-71;2024-03-02T06:00:00Z;2;3;6;11,330;61,3;4,324;0,000;84,006;57,586;279,148;2,288;75,985;8,962;1,319
PasoElLeon;-41;-71;2024-03-02T07:00:00Z;2;3;7;10,890;69,8;3,355;0,000;84,006;58,204;282,312;2,179;76,815;8,652;1,240
PasoElLeon;-41;-71;2024-03-02T08:00:00Z;2;3;8;10,970;57,6;4,968;0,000;84,344;59,076;285,491;2,473;77,869;9,723;1,524
PasoElLeon;-41;-71;2024-03-02T09:00:00Z;2;3;9;11,260;54,2;4,932;0,000;84,852;60,041;288,721;2,645;79,007;10,378;1,710
PasoElLeon;-41;-71;2024-03-02T10:00:00Z;2;3;10;12,070;51,5;8,593;0,000;85,462;61,130;292,098;3,460;80,265;13,009;2,551
PasoElLeon;-41;-71;2024-03-02T11:00:00Z;2;3;11;12,620;44,4;9,943;0,000;86,587;62,430;295,574;4,337;81,713;15,656;3,541
PasoElLeon;-41;-71;2024-03-02T12:00:00Z;2;3;12;13,770;38,6;10,422;0,000;87,851;63,986;299,256;5,321;83,395;18,447;4,734
PasoElLeon;-41;-71;2024-03-02T13:00:00Z;2;3;13;14,400;35,5;8,950;0,000;88,717;65,691;303,052;5,594;85,207;19,362;5,158
PasoElLeon;-41;-71;2024-03-02T14:00:00Z;2;3;14;15,340;30,7;9,079;0,000;89,794;67,633;307,017;6,572;87,227;22,019;6,476
PasoElLeon;-41;-71;2024-03-02T15:00:00Z;2;3;15;16,250;25,4;8,028;0,000;91,050;69,839;311,146;7,459;89,472;24,398;7,766
PasoElLeon;-41;-71;2024-03-02T16:00:00Z;2;3;16;16,750;22,9;9,061;0,000;91,873;72,185;315,365;8,833;91,825;27,787;9,776
PasoElLeon;-41;-71;2024-03-02T17:00:00Z;2;3;17;16,870;22,3;9,619;0,000;92,189;74,565;319,606;9,500;94,192;29,569;10,913
PasoElLeon;-41;-71;2024-03-02T18:00:00Z;2;3;18;16,740;23,9;8,593;0,000;92,189;76,879;323,823;9,021;96,489;28,885;10,470
PasoElLeon;-41;-71;2024-03-02T19:00:00Z;2;3;19;16,240;26,4;7,013;0,000;92,189;79,055;327,950;8,330;98,655;27,652;9,692
PasoElLeon;-41;-71;2024-03-02T20:00:00Z;2;3;20;13,970;34,6;5,749;0,000;91,290;80,735;331,669;6,882;100,382;24,431;7,784
PasoElLeon;-41;-71;2024-03-02T21:00:00Z;2;3;21;10,530;46,7;2,293;0,000;89,468;81,791;334,768;4,455;101,553;17,979;4,524
PasoElLeon;-41;-71;2024-03-02T22:00:00Z;2;3;22;8,750;59,2;3,085;0,000;87,196;82,476;337,547;3,348;102,401;14,556;3,113
PasoElLeon;-41;-71;2024-03-02T23:00:00Z;2;3;23;7,138;64,0;4,457;0,000;85,593;82,982;340,036;2,861;103,077;12,921;2,521
PasoElLeon;-41;-71;2024-03-03T00:00:00Z;3;3;0;5,912;67,8;4,259;0,000;84,448;83,367;342,304;2,420;103,634;11,334;1,999
PasoElLeon;-41;-71;2024-03-03T01:00:00Z;3;3;1;4,946;75,6;2,642;0,000;83,066;83,618;344,399;1,858;104,068;9,117;1,360
PasoElLeon;-41;-71;2024-03-03T02:00:00Z;3;3;2;4,325;76,0;4,183;0,000;82,336;83,840;346,381;1,832;104,466;9,026;1,336
PasoElLeon;-41;-71;2024-03-03T03:00:00Z;3;3;3;3,256;84,7;2,992;0,000;80,731;83,954;348,171;1,429;104,758;7,262;0,909
PasoElLeon;-41;-71;2024-03-03T04:00:00Z;3;3;4;3,104;85,8;3,791;0,000;79,798;84,055;349,934;1,347;105,036;6,892;0,829
PasoElLeon;-41;-71;2024-03-03T05:00:00Z;3;3;5;1,890;91,0;2,506;0,000;78,265;84,101;351,478;1,092;105,245;5,658;0,584
PasoElLeon;-41;-71;2024-03-03T06:00:00Z;3;3;6;1,283;94,0;2,146;0,000;76,755;84,126;352,913;0,952;105,425;4,940;0,460
PasoElLeon;-41;-71;2024-03-03T07:00:00Z;3;3;7;0,663;94,3;1,836;0,000;75,931;84,143;354,236;0,887;105,586;4,595;0,404
PasoElLeon;-41;-71;2024-03-03T08:00:00Z;3;3;8;0,240;96,2;1,750;0,000;74,938;84,152;355,484;0,833;105,731;4,304;0,360
PasoElLeon;-41;-71;2024-03-03T09:00:00Z;3;3;9;0,244;100,0;2,498;0,000;72,997;84,152;356,732;0,789;105,868;4,061;0,325
PasoElLeon;-41;-71;2024-03-03T10:00:00Z;3;3;10;3,453;81,0;7,618;0,000;75,025;84,299;358,557;1,125;106,186;5,858;0,621
PasoElLeon;-41;-71;2024-03-03T11:00:00Z;3;3;11;7,558;58,1;7,506;0,000;79,742;84,917;361,122;1,615;106,957;8,203;1,128
PasoElLeon;-41;-71;2024-03-03T12:00:00Z;3;3;12;11,510;39,6;6,300;0,000;84,852;86,216;364,397;2,833;108,346;13,167;2,607
PasoElLeon;-41;-71;2024-03-03T13:00:00Z;3;3;13;14,920;32,6;7,031;0,000;88,301;88,056;368,287;4,784;110,226;19,720;5,328
PasoElLeon;-41;-71;2024-03-03T14:00:00Z;3;3;14;18,170;29,7;6,527;0,000;90,229;90,365;372,762;6,150;112,531;23,823;7,445
PasoElLeon;-41;-71;2024-03-03T15:00:00Z;3;3;15;20,040;27,8;7,315;0,000;91,285;92,967;377,573;7,441;115,090;27,459;9,573
PasoElLeon;-41;-71;2024-03-03T16:00:00Z;3;3;16;21,600;26,6;6,991;0,000;91,931;95,807;382,665;8,024;117,850;29,199;10,673
PasoElLeon;-41;-71;2024-03-03T17:00:00Z;3;3;17;22,300;26,5;7,099;0,000;92,170;98,739;387,883;8,345;120,679;30,274;11,378
PasoElLeon;-41;-71;2024-03-03T18:00:00Z;3;3;18;22,440;29,8;7,232;0,000;92,170;101,556;393,126;8,401;123,410;30,681;11,650
PasoElLeon;-41;-71;2024-03-03T19:00:00Z;3;3;19;21,570;33,2;6,926;0,000;92,170;104,137;398,213;8,273;125,939;30,600;11,596
PasoElLeon;-41;-71;2024-03-03T20:00:00Z;3;3;20;18,870;43,3;6,498;0,000;90,574;106,067;402,813;6,452;127,924;25,977;8,677
PasoElLeon;-41;-71;2024-03-03T21:00:00Z;3;3;21;16,280;49,2;6,761;0,000;89,093;107,572;406,948;5,287;129,539;22,705;6,838
PasoElLeon;-41;-71;2024-03-03T22:00:00Z;3;3;22;14,350;56,0;4,342;0,000;87,688;108,731;410,735;3,827;130,859;18,042;4,552
PasoElLeon;-41;-71;2024-03-03T23:00:00Z;3;3;23;13,160;65,2;5,018;0,000;86,010;109,577;414,307;3,120;131,925;15,531;3,492
PasoElLeon;-41;-71;2024-03-04T00:00:00Z;4;3;0;10,810;75,2;2,956;0,000;84,053;110,081;417,457;2,149;132,689;11,625;2,091
PasoElLeon;-41;-71;2024-03-04T01:00:00Z;4;3;1;8,930;81,4;2,671;0,000;82,293;110,399;420,269;1,688;133,274;9,544;1,475
PasoElLeon;-41;-71;2024-03-04T02:00:00Z;4;3;2;7,995;82,5;4,943;0,000;81,329;110,670;422,912;1,687;133,804;9,553;1,477
PasoElLeon;-41;-71;2024-03-04T03:00:00Z;4;3;3;7,567;90,0;4,511;0,000;79,327;110,818;425,478;1,332;134,232;7,797;1,031
PasoElLeon;-41;-71;2024-03-04T04:00:00Z;4;3;4;6,711;92,4;3,823;0,000;77,872;110,919;427,890;1,129;134,606;6,717;0,792
PasoElLeon;-41;-71;2024-03-04T05:00:00Z;4;3;5;5,498;95,9;1,775;0,000;76,146;110,965;430,083;0,897;134,910;5,391;0,537
PasoElLeon;-41;-71;2024-03-04T06:00:00Z;4;3;6;4,652;99,5;2,045;0,000;73,890;110,970;432,125;0,802;135,164;4,821;0,440
PasoElLeon;-41;-71;2024-03-04T07:00:00Z;4;3;7;3,890;97,0;2,034;0,000;73,890;110,995;434,029;0,802;135,415;4,823;0,441
PasoElLeon;-41;-71;2024-03-04T08:00:00Z;4;3;8;3,534;97,1;2,023;0,000;73,852;111,018;435,869;0,800;135,656;4,816;0,440
PasoElLeon;-41;-71;2024-03-04T09:00:00Z;4;3;9;3,954;96,2;2,243;0,000;73,852;111,051;437,785;0,809;135,912;4,876;0,449
PasoElLeon;-41;-71;2024-03-04T10:00:00Z;4;3;10;6,961;79,4;5,281;0,000;76,047;111,334;440,242;1,063;136,419;6,389;0,725
PasoElLeon;-41;-71;2024-03-04T11:00:00Z;4;3;11;10,860;63,2;6,448;0,000;80,125;112,084;443,400;1,593;137,362;9,201;1,382
PasoElLeon;-41;-71;2024-03-04T12:00:00Z;4;3;12;15,460;45,3;6,361;0,000;85,032;113,628;447,387;2,913;138,999;15,041;3,299
PasoElLeon;-41;-71;2024-03-04T13:00:00Z;4;3;13;19,030;36,2;8,788;0,000;88,612;115,818;452,017;5,466;141,193;23,965;7,524
PasoElLeon;-41;-71;2024-03-04T14:00:00Z;4;3;14;21,340;32,9;12,902;0,000;90,367;118,384;457,062;8,650;143,711;32,978;13,238
PasoElLeon;-41;-71;2024-03-04T15:00:00Z;4;3;15;23,030;29,7;11,372;0,000;91,465;121,276;462,411;9,366;146,498;34,963;14,681
PasoElLeon;-41;-71;2024-03-04T16:00:00Z;4;3;16;24,390;26,8;10,022;0,000;92,359;124,456;468,005;9,931;149,513;36,545;15,877
PasoElLeon;-41;-71;2024-03-04T17:00:00Z;4;3;17;25,280;25,7;8,633;0,000;92,821;127,797;473,760;9,881;152,651;36,629;15,942
PasoElLeon;-41;-71;2024-03-04T18:00:00Z;4;3;18;25,780;24,3;8,165;0,000;93,224;131,266;479,604;10,211;155,876;37,628;16,720
PasoElLeon;-41;-71;2024-03-04T19:00:00Z;4;3;19;25,860;24,4;6,401;0,000;93,270;134,740;485,463;9,403;159,091;35,831;15,332
PasoElLeon;-41;-71;2024-03-04T20:00:00Z;4;3;20;22,570;40,4;4,212;0,000;91,693;137,145;490,730;6,744;161,473;28,793;10,411
PasoElLeon;-41;-71;2024-03-04T21:00:00Z;4;3;21;17,330;53,1;4,129;0,000;89,119;138,618;495,053;4,648;163,079;22,282;6,614
PasoElLeon;-41;-71;2024-03-04T22:00:00Z;4;3;22;14,750;57,4;2,779;0,000;87,618;139,769;498,912;3,501;164,399;18,187;4,617
PasoElLeon;-41;-71;2024-03-04T23:00:00Z;4;3;23;12,980;65,3;2,498;0,000;86,047;140,602;502,452;2,762;165,455;15,247;3,379
PasoElLeon;-41;-71;2024-03-05T00:00:00Z;5;3;0;11,360;69,7;2,419;0,000;84,835;141,246;505,701;2,325;166,341;13,363;2,676
PasoElLeon;-41;-71;2024-03-05T01:00:00Z;5;3;1;10,130;76,0;2,365;0,000;83,491;141,705;508,729;1,936;167,069;11,566;2,072
PasoElLeon;-41;-71;2024-03-05T02:00:00Z;5;3;2;8,970;80,7;1,915;0,000;82,224;142,036;511,547;1,612;167,679;9,955;1,589
PasoElLeon;-41;-71;2024-03-05T03:00:00Z;5;3;3;8,000;84,9;2,124;0,000;80,930;142,271;514,191;1,398;168,196;8,832;1,285
PasoElLeon;-41;-71;2024-03-05T04:00:00Z;5;3;4;7,183;87,0;2,495;0,000;79,932;142,454;516,688;1,279;168,658;8,179;1,122
PasoElLeon;-41;-71;2024-03-05T05:00:00Z;5;3;5;6,561;89,3;2,066;0,000;78,985;142,594;519,073;1,140;169,073;7,387;0,937
PasoElLeon;-41;-71;2024-03-05T06:00:00Z;5;3;6;5,708;88,8;2,178;0,000;78,642;142,724;521,305;1,111;169,460;7,219;0,900
PasoElLeon;-41;-71;2024-03-05T07:00:00Z;5;3;7;5,174;94,9;1,800;0,000;76,806;142,779;523,440;0,939;169,780;6,181;0,683
PasoElLeon;-41;-71;2024-03-05T08:00:00Z;5;3;8;4,759;98,2;2,214;0,000;74,741;142,796;525,501;0,844;170,063;5,577;0,570
PasoElLeon;-41;-71;2024-03-05T09:00:00Z;5;3;9;4,663;98,5;2,232;0,000;73,735;142,811;527,544;0,804;170,340;5,318;0,524
PasoElLeon;-41;-71;2024-03-05T10:00:00Z;5;3;10;7,003;81,6;5,692;0,000;75,686;143,065;530,008;1,061;170,842;6,939;0,839
PasoElLeon;-41;-71;2024-03-05T11:00:00Z;5;3;11;11,960;57,8;5,980;0,000;80,834;144,005;533,365;1,680;171,948;10,374;1,709
PasoElLeon;-41;-71;2024-03-05T12:00:00Z;5;3;12;15,790;45,7;6,494;0,000;85,291;145,568;537,411;3,040;173,588;16,584;3,921
PasoElLeon;-41;-71;2024-03-05T13:00:00Z;5;3;13;19,720;34,4;5,706;0,000;88,966;147,896;542,165;4,923;175,861;23,602;7,323
PasoElLeon;-41;-71;2024-03-05T14:00:00Z;5;3;14;23,460;26,4;7,373;0,000;91,848;150,978;547,592;8,084;178,748;33,231;13,418
PasoElLeon;-41;-71;2024-03-05T15:00:00Z;5;3;15;24,780;23,9;7,427;0,000;93,005;154,335;553,256;9,541;181,849;37,182;16,371
PasoElLeon;-41;-71;2024-03-05T16:00:00Z;5;3;16;24,430;27,6;9,565;0,000;93,005;157,485;558,858;10,627;184,788;39,987;18,620
PasoElLeon;-41;-71;2024-03-05T17:00:00Z;5;3;17;23,960;21,5;12,028;0,000;93,540;160,839;564,374;12,965;187,845;45,536;23,435
PasoElLeon;-41;-71;2024-03-05T18:00:00Z;5;3;18;23,970;23,3;9,457;0,000;93,540;164,116;569,893;11,390;190,839;42,020;20,328
PasoElLeon;-41;-71;2024-03-05T19:00:00Z;5;3;19;22,040;35,2;8,572;0,000;92,350;166,672;575,064;9,218;193,290;36,700;15,997
PasoElLeon;-41;-71;2024-03-05T20:00:00Z;5;3;20;19,520;50,4;10,994;0,000;89,586;168,416;579,782;7,026;195,129;30,682;11,651
