"Plot Title: Manso Inferior"
"#","Date Time, GMT-03:00","Wind Speed, m/s (LGR S/N: 20210973, SEN S/N: 20203022)","Gust Speed, m/s (LGR S/N: 20210973, SEN S/N: 20203022)","Wind Direction, ø (LGR S/N: 20210973, SEN S/N: 20203073)","PAR, µmol/m²/s (LGR S/N: 20210973, SEN S/N: 20210411)","Temp, °C (LGR S/N: 20210973, SEN S/N: 20215229)","RH, % (LGR S/N: 20210973, SEN S/N: 20215229)","Water Content, m³/m³ (LGR S/N: 20210973, SEN S/N: 20218250, LBL: 100 cm)","Pressure, mbar (LGR S/N: 20210973, SEN S/N: 20218662)","Rain, mm (LGR S/N: 20210973, SEN S/N: 20219452)","Solar Radiation, W/m² (LGR S/N: 20210973, SEN S/N: 20222394)","Water Content, m³/m³ (LGR S/N: 20210973, SEN S/N: 20225097, LBL: 40 cm)","Water Content, m³/m³ (LGR S/N: 20210973, SEN S/N: 20225099, LBL: 5 cm)","Water Content, m³/m³ (LGR S/N: 20210973, SEN S/N: 20225103, LBL: 20 cm)"
1,01/13/25 02:30:00 PM,13.09,12.08,327.1,1728.7,23.160,29.800,0.2414,956.850,,980.6,0.2204,0.0998,0.1368
2,01/13/25 02:40:00 PM,2.01,5.03,287.8,1806.2,23.569,28.500,0.2356,956.450,0.00,1000.6,0.2160,0.0998,0.1347
3,01/13/25 02:50:00 PM,2.52,5.03,282.2,1758.7,23.785,27.000,0.2356,956.150,0.00,954.4,0.2160,0.0998,0.1339
4,01/13/25 03:00:00 PM,3.02,7.55,271.0,1773.7,23.352,26.300,0.2349,955.950,0.00,988.1,0.2153,0.0998,0.1339
5,01/13/25 03:10:00 PM,3.02,8.05,269.6,1796.2,23.905,25.900,0.2378,955.850,0.00,986.9,0.2160,0.1005,0.1354
6,01/13/25 03:20:00 PM,3.02,7.55,271.0,1823.7,24.315,25.200,0.2378,955.550,0.00,995.6,0.2167,0.1005,0.1354
7,01/13/25 03:30:00 PM,4.03,7.55,275.2,1756.2,24.291,25.800,0.2342,955.350,0.00,941.9,0.2146,0.1005,0.1332
8,01/13/25 03:40:00 PM,4.03,8.05,276.6,1793.7,24.219,25.400,0.2363,955.050,0.00,931.9,0.2153,0.1005,0.1339
9,01/13/25 03:50:00 PM,3.52,7.55,272.4,1791.2,24.460,24.600,0.2371,954.950,0.00,920.6,0.2160,0.1005,0.1347
10,01/13/25 04:00:00 PM,3.52,7.55,268.1,1811.2,24.581,24.700,0.2342,955.250,0.00,911.9,0.2146,0.1005,0.1332
11,01/13/25 04:10:00 PM,4.03,8.05,283.6,1756.2,24.412,24.600,0.2342,955.050,0.00,866.9,0.2138,0.1005,0.1332
12,01/13/25 04:20:00 PM,4.53,9.06,279.4,1738.7,24.122,24.100,0.2342,954.950,0.00,849.4,0.2146,0.1005,0.1325
13,01/13/25 04:30:00 PM,3.52,8.56,273.8,1518.7,24.750,24.300,0.2378,954.850,0.00,876.9,0.2167,0.1005,0.1347
14,01/13/25 04:40:00 PM,4.03,8.56,283.6,1576.2,24.532,24.000,0.2378,954.750,0.00,794.4,0.2167,0.1005,0.1347
15,01/13/25 04:50:00 PM,4.03,7.55,286.4,1456.2,24.532,24.000,0.2378,954.350,0.00,686.9,0.2167,0.1005,0.1354
16,01/13/25 05:00:00 PM,4.03,8.05,283.6,1556.2,24.847,24.100,0.2371,954.150,0.00,758.1,0.2160,0.1005,0.1339
17,01/13/25 05:10:00 PM,4.53,8.05,287.8,1473.7,24.412,24.200,0.2327,954.250,0.00,781.9,0.2124,0.1005,0.1318
18,01/13/25 05:20:00 PM,4.53,8.05,282.2,1496.2,24.050,24.500,0.2327,954.450,0.00,811.9,0.2131,0.1005,0.1325
19,01/13/25 05:30:00 PM,4.03,8.05,280.8,1416.2,24.243,24.600,0.2349,954.150,0.00,748.1,0.2153,0.1005,0.1332
20,01/13/25 05:40:00 PM,4.03,7.55,280.8,1246.2,23.208,24.400,0.2349,954.250,0.00,631.9,0.2153,0.1005,0.1332
21,01/13/25 05:50:00 PM,3.52,8.05,275.2,1403.7,23.954,24.500,0.2334,954.150,0.00,673.1,0.2131,0.1005,0.1325
22,01/13/25 06:00:00 PM,3.52,7.05,275.2,1018.7,23.280,24.700,0.2349,954.250,0.00,699.4,0.2153,0.1005,0.1332
23,01/13/25 06:10:00 PM,4.03,7.05,285.0,1208.7,23.785,24.500,0.2356,954.150,0.00,625.6,0.2153,0.1005,0.1332
24,01/13/25 06:20:00 PM,3.02,8.05,268.1,1201.2,23.472,24.700,0.2356,954.350,0.00,595.6,0.2153,0.1005,0.1332
25,01/13/25 06:30:00 PM,3.02,6.54,266.7,986.2,23.713,24.700,0.2356,954.350,0.00,278.1,0.2153,0.1005,0.1332
26,01/13/25 06:40:00 PM,3.52,8.56,279.4,798.7,22.034,25.900,0.2356,954.550,0.00,258.1,0.2138,0.1005,0.1325
27,01/13/25 06:50:00 PM,2.52,6.04,283.6,596.2,21.963,27.300,0.2349,954.850,0.00,246.9,0.2146,0.1005,0.1325
28,01/13/25 07:00:00 PM,3.02,6.54,275.2,361.2,20.770,27.500,0.2334,954.950,0.00,160.6,0.2146,0.0998,0.1318
29,01/13/25 07:10:00 PM,2.01,5.54,275.2,346.2,20.674,28.400,0.2356,954.950,0.00,196.9,0.2160,0.1005,0.1332
30,01/13/25 07:20:00 PM,2.52,7.05,289.2,416.2,20.627,28.100,0.2342,955.250,0.00,200.6,0.2146,0.0998,0.1325
31,01/13/25 07:30:00 PM,2.52,6.04,300.4,321.2,20.198,28.000,0.2327,955.450,0.00,159.4,0.2146,0.0998,0.1318
32,01/13/25 07:40:00 PM,2.01,6.04,300.4,298.7,19.912,29.200,0.2313,955.550,0.00,133.1,0.2131,0.0998,0.1310
33,01/13/25 07:50:00 PM,2.01,6.04,300.4,233.7,19.508,29.500,0.2320,955.850,0.00,111.9,0.2138,0.0998,0.1310
34,01/13/25 08:00:00 PM,1.51,4.03,299.0,221.2,19.151,29.800,0.2305,955.950,0.00,119.4,0.2124,0.0998,0.1303
35,01/13/25 08:10:00 PM,2.01,4.53,301.8,208.7,18.889,29.700,0.2305,956.050,0.00,105.6,0.2124,0.0998,0.1303
36,01/13/25 08:20:00 PM,0.50,3.02,283.6,173.7,18.414,31.100,0.2305,956.150,0.00,74.4,0.2124,0.0998,0.1303
37,01/13/25 08:30:00 PM,1.01,4.03,279.4,118.7,18.033,32.000,0.2313,956.350,0.00,53.1,0.2131,0.0998,0.1310
38,01/13/25 08:40:00 PM,1.51,4.03,294.8,76.2,17.605,34.300,0.2320,956.450,0.00,31.9,0.2131,0.0998,0.1310
39,01/13/25 08:50:00 PM,2.01,5.03,294.8,58.7,17.296,36.000,0.2320,956.650,0.00,28.1,0.2131,0.0991,0.1310
40,01/13/25 09:00:00 PM,1.51,3.52,306.1,31.2,16.987,37.300,0.2327,956.850,0.00,9.4,0.2138,0.0991,0.1318
41,01/13/25 09:10:00 PM,1.51,5.54,299.0,13.7,16.796,38.600,0.2298,957.050,0.00,4.4,0.2116,0.0991,0.1296
42,01/13/25 09:20:00 PM,1.51,4.53,307.5,6.2,16.415,39.600,0.2298,957.150,0.00,1.9,0.2116,0.0991,0.1303
43,01/13/25 09:30:00 PM,1.51,5.03,314.5,1.2,16.225,40.000,0.2313,957.250,0.00,3.1,0.2131,0.0991,0.1310
44,01/13/25 09:40:00 PM,1.51,4.53,315.9,1.2,15.963,40.600,0.2327,957.350,0.00,0.6,0.2138,0.0991,0.1318
45,01/13/25 09:50:00 PM,1.01,3.02,282.2,1.2,15.557,41.900,0.2327,957.650,0.00,0.6,0.2138,0.0983,0.1310
46,01/13/25 10:00:00 PM,0.00,1.51,271.0,1.2,15.103,43.100,0.2327,957.750,0.00,0.6,0.2124,0.0983,0.1318
47,01/13/25 10:10:00 PM,0.50,2.52,261.1,1.2,15.079,43.700,0.2334,957.850,0.00,0.6,0.2124,0.0983,0.1318
48,01/13/25 10:20:00 PM,0.50,2.01,268.1,1.2,14.625,44.600,0.2320,957.750,0.00,0.6,0.2124,0.0983,0.1310
49,01/13/25 10:30:00 PM,0.50,3.02,272.4,1.2,14.146,45.800,0.2349,957.650,0.00,0.6,0.2124,0.0983,0.1325
50,01/13/25 10:40:00 PM,0.50,2.52,285.0,1.2,13.810,47.900,0.2356,957.750,0.00,0.6,0.2131,0.0983,0.1325
51,01/13/25 10:50:00 PM,0.50,3.02,249.9,1.2,13.497,47.500,0.2356,957.750,0.00,0.6,0.2131,0.0983,0.1325
52,01/13/25 11:00:00 PM,0.50,2.52,265.3,1.2,13.473,48.900,0.2363,957.550,0.00,0.6,0.2146,0.0983,0.1332
53,01/13/25 11:10:00 PM,1.01,4.03,259.7,1.2,13.425,47.800,0.2363,957.950,0.00,0.6,0.2153,0.0976,0.1332
54,01/13/25 11:20:00 PM,0.50,2.52,287.8,1.2,12.461,48.900,0.2378,957.950,0.00,0.6,0.2167,0.0976,0.1339
55,01/13/25 11:30:00 PM,0.00,1.01,299.0,1.2,11.759,49.900,0.2465,957.950,0.00,0.6,0.2218,0.0976,0.1368
56,01/13/25 11:40:00 PM,0.00,1.51,289.2,1.2,11.200,52.200,0.2487,958.250,0.00,0.6,0.2247,0.0976,0.1383
57,01/13/25 11:50:00 PM,0.00,1.51,237.3,1.2,11.516,52.300,0.2509,958.250,0.00,0.6,0.2269,0.0976,0.1390
58,01/14/25 12:00:00 AM,1.51,3.52,210.6,1.2,12.968,50.600,0.2560,958.050,0.00,0.6,0.2320,0.0976,0.1412
59,01/14/25 12:10:00 AM,1.51,4.03,242.9,1.2,12.389,49.000,0.2530,958.550,0.00,0.6,0.2291,0.0976,0.1397
60,01/14/25 12:20:00 AM,1.01,3.02,242.9,1.2,12.534,49.300,0.2516,958.550,0.00,0.6,0.2262,0.0969,0.1390
61,01/14/25 12:30:00 AM,1.51,3.52,235.9,1.2,12.775,48.600,0.2509,958.750,0.00,0.6,0.2262,0.0969,0.1390
62,01/14/25 12:40:00 AM,2.01,4.03,231.6,1.2,12.968,48.000,0.2501,958.850,0.00,0.6,0.2254,0.0969,0.1383
63,01/14/25 12:50:00 AM,1.51,4.53,254.1,1.2,12.606,48.600,0.2501,958.850,0.00,0.6,0.2254,0.0969,0.1383
64,01/14/25 01:00:00 AM,2.01,5.03,256.9,1.2,12.534,49.400,0.2501,958.950,0.00,0.6,0.2254,0.0969,0.1383
65,01/14/25 01:10:00 AM,2.01,5.03,258.3,1.2,12.413,49.600,0.2501,958.850,0.00,0.6,0.2254,0.0969,0.1383
66,01/14/25 01:20:00 AM,1.01,4.03,245.7,1.2,12.292,50.400,0.2487,958.950,0.00,0.6,0.2247,0.0969,0.1383
67,01/14/25 01:30:00 AM,0.50,3.02,235.9,1.2,12.098,51.300,0.2487,958.750,0.00,0.6,0.2240,0.0969,0.1383
68,01/14/25 01:40:00 AM,2.01,4.53,233.1,1.2,12.195,51.300,0.2487,958.750,0.00,0.6,0.2240,0.0962,0.1383
69,01/14/25 01:50:00 AM,2.01,4.53,228.8,1.2,12.098,51.700,0.2487,958.650,0.00,0.6,0.2240,0.0962,0.1383
70,01/14/25 02:00:00 AM,1.51,4.03,249.9,1.2,11.783,52.500,0.2487,958.750,0.00,0.6,0.2240,0.0962,0.1383
71,01/14/25 02:10:00 AM,1.51,4.03,247.1,1.2,11.832,53.000,0.2465,958.550,0.00,0.6,0.2218,0.0962,0.1368
72,01/14/25 02:20:00 AM,1.51,4.03,248.5,1.2,11.662,53.600,0.2451,958.350,0.00,0.6,0.2204,0.0962,0.1368
73,01/14/25 02:30:00 AM,1.51,3.52,268.1,1.2,11.200,55.100,0.2436,958.550,0.00,0.6,0.2196,0.0962,0.1361
74,01/14/25 02:40:00 AM,1.01,3.02,255.5,1.2,11.127,56.300,0.2414,958.650,0.00,0.6,0.2189,0.0962,0.1361
75,01/14/25 02:50:00 AM,0.50,2.52,285.0,1.2,10.663,58.300,0.2422,958.550,0.00,0.6,0.2189,0.0962,0.1354
76,01/14/25 03:00:00 AM,0.00,2.01,254.1,1.2,10.369,58.800,0.2429,958.450,0.00,0.6,0.2189,0.0962,0.1354
77,01/14/25 03:10:00 AM,0.00,1.51,252.7,1.2,10.320,59.400,0.2422,958.550,0.00,0.6,0.2189,0.0962,0.1354
78,01/14/25 03:20:00 AM,0.00,1.01,216.2,1.2,9.879,60.300,0.2385,958.550,0.00,0.6,0.2167,0.0962,0.1339
79,01/14/25 03:30:00 AM,0.00,1.51,216.2,1.2,9.854,62.100,0.2385,957.950,0.00,0.6,0.2167,0.0962,0.1339
80,01/14/25 03:40:00 AM,0.50,2.01,223.2,1.2,10.320,61.800,0.2378,958.150,0.00,0.6,0.2160,0.0954,0.1332
81,01/14/25 03:50:00 AM,1.01,2.52,228.8,1.2,10.712,61.300,0.2385,958.050,0.00,0.6,0.2167,0.0954,0.1332
82,01/14/25 04:00:00 AM,1.51,3.52,240.1,1.2,10.932,59.500,0.2385,958.150,0.00,0.6,0.2167,0.0954,0.1339
83,01/14/25 04:10:00 AM,1.01,3.52,234.5,1.2,10.638,59.300,0.2385,958.150,0.00,0.6,0.2167,0.0954,0.1339
84,01/14/25 04:20:00 AM,1.51,3.02,233.1,1.2,10.956,59.300,0.2378,957.950,0.00,0.6,0.2160,0.0954,0.1339
85,01/14/25 04:30:00 AM,1.51,3.52,231.6,1.2,10.785,58.800,0.2378,957.750,0.00,0.6,0.2160,0.0954,0.1339
86,01/14/25 04:40:00 AM,1.01,2.52,244.3,1.2,10.541,59.200,0.2378,957.850,0.00,0.6,0.2160,0.0954,0.1339
87,01/14/25 04:50:00 AM,1.01,3.52,245.7,1.2,10.222,59.900,0.2378,957.850,0.00,0.6,0.2160,0.0954,0.1332
88,01/14/25 05:00:00 AM,1.51,4.53,248.5,1.2,10.565,59.100,0.2378,957.750,0.00,0.6,0.2160,0.0954,0.1339
89,01/14/25 05:10:00 AM,2.01,4.03,234.5,1.2,10.883,57.500,0.2378,957.450,0.00,0.6,0.2160,0.0954,0.1332
90,01/14/25 05:20:00 AM,2.01,4.03,268.1,1.2,10.614,57.600,0.2378,957.350,0.00,0.6,0.2160,0.0954,0.1339
91,01/14/25 05:30:00 AM,1.51,5.03,266.7,1.2,10.516,57.700,0.2378,957.450,0.00,0.6,0.2160,0.0954,0.1332
92,01/14/25 05:40:00 AM,1.01,4.03,310.3,1.2,9.558,60.200,0.2378,957.650,0.00,0.6,0.2160,0.0947,0.1332
93,01/14/25 05:50:00 AM,0.00,3.02,335.5,1.2,8.519,63.000,0.2378,957.650,0.00,0.6,0.2160,0.0954,0.1332
94,01/14/25 06:00:00 AM,0.00,0.50,346.8,1.2,7.995,66.000,0.2400,957.850,0.00,0.6,0.2175,0.0954,0.1347
95,01/14/25 06:10:00 AM,0.00,0.50,346.8,1.2,6.965,67.700,0.2472,957.650,0.00,0.6,0.2233,0.0954,0.1376
96,01/14/25 06:20:00 AM,0.00,1.51,317.3,1.2,6.763,70.200,0.2472,957.750,0.00,1.9,0.2225,0.0947,0.1376
97,01/14/25 06:30:00 AM,0.00,0.50,276.6,3.7,6.712,70.800,0.2494,957.650,0.00,3.1,0.2247,0.0947,0.1383
98,01/14/25 06:40:00 AM,0.00,1.51,273.8,13.7,7.368,70.800,0.2487,957.850,0.00,6.9,0.2240,0.0947,0.1376
99,01/14/25 06:50:00 AM,0.00,2.01,249.9,26.2,6.331,71.800,0.2501,957.750,0.00,11.9,0.2262,0.0947,0.1383
100,01/14/25 07:00:00 AM,0.00,1.01,262.5,41.2,5.128,74.200,0.2501,957.950,0.00,19.4,0.2247,0.0947,0.1383
101,01/14/25 07:10:00 AM,0.00,1.01,262.5,66.2,4.818,76.000,0.2516,957.950,0.00,29.4,0.2254,0.0947,0.1390
102,01/14/25 07:20:00 AM,0.00,0.50,262.5,86.2,5.462,77.700,0.2487,958.150,0.00,35.6,0.2233,0.0947,0.1376
103,01/14/25 07:30:00 AM,0.00,1.51,278.0,96.2,5.565,78.400,0.2516,958.050,0.00,33.1,0.2262,0.0947,0.1390
104,01/14/25 07:40:00 AM,0.00,1.01,28.1,123.7,6.433,78.900,0.2516,958.150,0.00,119.4,0.2262,0.0947,0.1390
105,01/14/25 07:50:00 AM,0.00,1.01,28.1,368.7,9.040,77.800,0.2509,958.050,0.00,229.4,0.2269,0.0947,0.1390
106,01/14/25 08:00:00 AM,0.50,2.01,33.7,536.2,11.151,72.400,0.2494,957.850,0.00,325.6,0.2254,0.0940,0.1383
107,01/14/25 08:10:00 AM,0.50,2.01,56.2,371.2,10.467,66.400,0.2472,958.250,0.00,146.9,0.2233,0.0940,0.1376
108,01/14/25 08:20:00 AM,0.00,0.00,56.2,611.2,13.305,65.300,0.2458,957.950,0.00,418.1,0.2233,0.0940,0.1376
109,01/14/25 08:30:00 AM,0.50,2.52,307.5,696.2,13.257,56.900,0.2487,957.650,0.00,400.6,0.2269,0.0940,0.1383
110,01/14/25 08:40:00 AM,1.01,2.52,261.1,553.7,12.751,55.000,0.2530,957.750,0.00,458.1,0.2269,0.0940,0.1390
111,01/14/25 08:50:00 AM,1.01,3.02,286.4,906.2,13.858,54.100,0.2429,957.750,0.00,395.6,0.2225,0.0940,0.1361
112,01/14/25 09:00:00 AM,0.50,2.01,275.2,578.7,13.497,52.600,0.2567,958.050,0.00,240.6,0.2334,0.0940,0.1405
113,01/14/25 09:10:00 AM,1.01,3.02,271.0,896.2,13.954,52.000,0.2494,957.650,0.00,234.4,0.2269,0.0940,0.1383
114,01/14/25 09:20:00 AM,0.50,2.52,296.2,426.2,13.305,51.300,0.2567,957.650,0.00,225.6,0.2334,0.0940,0.1412
115,01/14/25 09:30:00 AM,0.50,2.01,287.8,648.7,13.882,52.300,0.2545,957.750,0.00,419.4,0.2320,0.0947,0.1397
116,01/14/25 09:40:00 AM,1.01,3.52,304.7,608.7,13.690,50.900,0.2458,958.050,0.00,529.4,0.2240,0.0947,0.1368
117,01/14/25 09:50:00 AM,1.51,3.52,308.9,588.7,13.594,48.600,0.2443,957.950,0.00,159.4,0.2233,0.0947,0.1361
118,01/14/25 10:00:00 AM,1.01,3.02,286.4,871.2,14.745,49.400,0.2436,957.650,0.00,674.4,0.2233,0.0947,0.1361
119,01/14/25 10:10:00 AM,1.01,3.52,299.0,1473.7,15.605,46.900,0.2414,957.250,0.00,861.9,0.2211,0.0947,0.1347
120,01/14/25 10:20:00 AM,2.01,4.53,299.0,1373.7,16.296,45.800,0.2400,957.450,0.00,850.6,0.2189,0.0947,0.1339
121,01/14/25 10:30:00 AM,1.51,4.03,303.2,1213.7,15.103,43.500,0.2407,957.250,0.00,326.9,0.2204,0.0947,0.1347
122,01/14/25 10:40:00 AM,1.51,4.53,282.2,956.2,15.652,44.200,0.2407,957.350,0.00,496.9,0.2196,0.0954,0.1347
123,01/14/25 10:50:00 AM,1.51,3.52,306.1,1043.7,15.796,42.700,0.2407,957.150,0.00,414.4,0.2211,0.0954,0.1347
124,01/14/25 11:00:00 AM,1.51,4.03,272.4,836.2,15.414,42.400,0.2407,956.850,0.00,449.4,0.2196,0.0954,0.1347
125,01/14/25 11:10:00 AM,1.01,3.02,285.0,943.7,16.225,42.000,0.2400,956.550,0.00,286.9,0.2189,0.0954,0.1339
126,01/14/25 11:20:00 AM,1.01,3.52,313.1,1301.2,16.463,42.000,0.2392,956.050,0.00,888.1,0.2182,0.0954,0.1339
127,01/14/25 11:30:00 AM,1.01,3.02,346.8,1498.7,16.844,41.500,0.2385,955.750,0.00,834.4,0.2182,0.0962,0.1332
128,01/14/25 11:40:00 AM,2.01,4.53,292.0,1703.7,17.082,40.900,0.2443,955.750,0.00,900.6,0.2233,0.0962,0.1354
129,01/14/25 11:50:00 AM,1.51,4.53,296.2,1691.2,17.605,40.900,0.2530,955.250,0.00,896.9,0.2305,0.0962,0.1383
130,01/14/25 12:00:00 PM,2.01,4.53,292.0,1768.7,18.438,40.700,0.2480,955.250,0.00,948.1,0.2262,0.0962,0.1368
131,01/14/25 12:10:00 PM,2.01,5.03,279.4,1458.7,18.152,40.000,0.2560,955.350,0.00,539.4,0.2342,0.0969,0.1397
132,01/14/25 12:20:00 PM,1.51,4.53,294.8,1933.7,18.105,40.000,0.2392,955.250,0.00,1038.1,0.2182,0.0969,0.1332
133,01/14/25 12:30:00 PM,2.01,6.04,287.8,1681.2,18.152,40.400,0.2385,955.350,0.00,520.6,0.2189,0.0969,0.1332
134,01/14/25 12:40:00 PM,2.01,4.53,289.2,1688.7,19.888,39.700,0.2392,955.250,0.00,1084.4,0.2189,0.0976,0.1332
135,01/14/25 12:50:00 PM,2.01,5.03,287.8,1186.2,19.389,38.700,0.2422,955.050,0.00,431.9,0.2211,0.0976,0.1339
136,01/14/25 01:00:00 PM,2.01,4.53,297.6,686.2,17.986,38.900,0.2429,955.150,0.00,391.9,0.2218,0.0976,0.1347
137,01/14/25 01:10:00 PM,2.01,4.53,293.4,976.2,18.485,39.900,0.2378,954.750,0.00,389.4,0.2175,0.0983,0.1325
138,01/14/25 01:20:00 PM,2.01,5.03,272.4,921.2,18.699,40.100,0.2371,955.150,0.00,551.9,0.2167,0.0983,0.1325
139,01/14/25 01:30:00 PM,2.52,5.03,276.6,981.2,18.675,39.700,0.2371,955.350,0.00,533.1,0.2167,0.0983,0.1325
140,01/14/25 01:40:00 PM,2.52,5.54,283.6,853.7,18.438,39.400,0.2378,955.250,0.00,375.6,0.2167,0.0983,0.1325
141,01/14/25 01:50:00 PM,2.52,6.54,279.4,388.7,17.653,39.700,0.2363,955.550,0.00,133.1,0.2167,0.0983,0.1318
142,01/14/25 02:00:00 PM,3.02,5.54,280.8,418.7,17.629,39.900,0.2378,955.450,0.00,341.9,0.2167,0.0983,0.1325
143,01/14/25 02:10:00 PM,2.52,6.04,271.0,676.2,17.986,40.300,0.2378,955.550,0.00,293.1,0.2167,0.0983,0.1318
144,01/14/25 02:20:00 PM,3.02,5.54,279.4,418.7,17.415,41.100,0.2378,955.450,0.00,199.4,0.2175,0.0983,0.1325
145,01/14/25 02:30:00 PM,3.02,6.54,285.0,481.2,17.463,41.700,0.2356,955.350,0.00,255.6,0.2153,0.0983,0.1310
146,01/14/25 02:40:00 PM,3.02,6.04,279.4,671.2,17.819,41.400,0.2356,955.150,0.00,399.4,0.2153,0.0983,0.1310
147,01/14/25 02:50:00 PM,3.02,6.04,283.6,593.7,17.534,40.400,0.2356,955.350,0.00,150.6,0.2153,0.0983,0.1318
148,01/14/25 03:00:00 PM,3.02,6.54,266.7,223.7,17.034,41.100,0.2356,955.550,0.00,85.6,0.2153,0.0983,0.1310
149,01/14/25 03:10:00 PM,2.52,7.05,251.3,268.7,17.034,40.700,0.2327,955.450,0.00,135.6,0.2138,0.0983,0.1296
150,01/14/25 03:20:00 PM,2.52,5.54,259.7,363.7,16.915,41.100,0.2320,955.550,0.00,199.4,0.2138,0.0983,0.1288
151,01/14/25 03:30:00 PM,2.52,5.03,266.7,361.2,15.986,46.200,0.2313,955.950,0.00,141.9,0.2124,0.0983,0.1281
152,01/14/25 03:40:00 PM,1.51,5.03,263.9,238.7,15.342,49.600,0.2298,956.250,0.00,85.6,0.2109,0.0983,0.1281
153,01/14/25 03:50:00 PM,1.01,2.52,296.2,213.7,14.457,55.200,0.2298,956.550,0.00,119.4,0.2102,0.0983,0.1281
154,01/14/25 04:00:00 PM,0.50,2.01,292.0,268.7,14.218,62.600,0.2291,956.650,0.00,91.9,0.2102,0.0983,0.1281
155,01/14/25 04:10:00 PM,0.50,2.52,265.3,281.2,13.642,66.000,0.2284,956.650,0.20,155.6,0.2095,0.0983,0.1267
156,01/14/25 04:20:00 PM,2.01,4.53,227.4,458.7,13.377,67.200,0.2284,956.350,0.20,261.9,0.2095,0.0976,0.1274
157,01/14/25 04:30:00 PM,1.01,3.02,227.4,633.7,13.882,69.200,0.2284,956.250,0.20,341.9,0.2095,0.0976,0.1274
158,01/14/25 04:40:00 PM,1.01,2.52,283.6,688.7,14.242,69.600,0.2284,956.150,0.00,299.4,0.2095,0.0976,0.1274
159,01/14/25 04:50:00 PM,1.01,3.02,311.7,561.2,13.882,71.100,0.2284,956.250,0.00,271.9,0.2095,0.0983,0.1267
160,01/14/25 05:00:00 PM,1.01,3.52,315.9,606.2,14.002,71.600,0.2284,956.050,0.00,264.4,0.2095,0.0976,0.1274
161,01/14/25 05:10:00 PM,0.50,2.52,313.1,601.2,14.170,70.400,0.2284,955.850,0.00,250.6,0.2095,0.0976,0.1274
162,01/14/25 05:20:00 PM,0.00,1.51,262.5,468.7,13.954,69.000,0.2284,955.750,0.00,211.9,0.2102,0.0976,0.1274
163,01/14/25 05:30:00 PM,0.50,2.01,255.5,441.2,13.978,68.900,0.2284,955.350,0.00,211.9,0.2102,0.0976,0.1274
164,01/14/25 05:40:00 PM,1.01,2.01,283.6,801.2,14.984,68.700,0.2284,955.350,0.00,431.9,0.2102,0.0976,0.1281
165,01/14/25 05:50:00 PM,1.01,2.52,297.6,873.7,15.247,68.300,0.2284,955.050,0.00,325.6,0.2102,0.0976,0.1274
166,01/14/25 06:00:00 PM,1.51,3.02,306.1,536.2,14.385,65.800,0.2284,954.950,0.00,255.6,0.2095,0.0976,0.1274
167,01/14/25 06:10:00 PM,1.01,2.52,289.2,491.2,14.792,66.900,0.2284,954.850,0.00,268.1,0.2095,0.0976,0.1274
168,01/14/25 06:20:00 PM,1.01,3.02,283.6,361.2,14.745,65.700,0.2284,954.850,0.00,160.6,0.2102,0.0976,0.1274
169,01/14/25 06:30:00 PM,0.50,1.51,247.1,326.2,14.864,65.100,0.2284,954.850,0.00,179.4,0.2102,0.0976,0.1281
170,01/14/25 06:40:00 PM,0.50,2.01,245.7,428.7,15.079,63.900,0.2284,954.650,0.00,195.6,0.2102,0.0976,0.1274
171,01/14/25 06:50:00 PM,0.50,1.51,280.8,258.7,14.792,63.400,0.2284,954.550,0.00,96.9,0.2102,0.0976,0.1274
172,01/14/25 07:00:00 PM,0.50,2.01,283.6,168.7,14.505,64.200,0.2284,954.550,0.00,110.6,0.2102,0.0976,0.1274
173,01/14/25 07:10:00 PM,0.00,1.51,286.4,231.2,14.481,65.500,0.2284,954.450,0.00,101.9,0.2102,0.0976,0.1274
174,01/14/25 07:20:00 PM,0.00,1.51,286.4,163.7,14.314,68.700,0.2284,954.650,0.00,115.6,0.2095,0.0976,0.1274
175,01/14/25 07:30:00 PM,0.50,2.01,282.2,176.2,14.050,69.800,0.2276,954.650,0.00,83.1,0.2102,0.0976,0.1274
176,01/14/25 07:40:00 PM,0.50,3.02,266.7,171.2,13.978,70.000,0.2276,954.550,0.00,100.6,0.2095,0.0976,0.1274
177,01/14/25 07:50:00 PM,1.01,3.52,227.4,146.2,13.978,70.900,0.2284,954.650,0.00,68.1,0.2102,0.0976,0.1281
178,01/14/25 08:00:00 PM,0.50,2.01,227.4,111.2,14.002,70.600,0.2284,954.550,0.00,54.4,0.2102,0.0976,0.1281
179,01/14/25 08:10:00 PM,0.00,1.01,230.2,63.7,13.882,70.900,0.2291,954.450,0.00,24.4,0.2095,0.0976,0.1281
180,01/14/25 08:20:00 PM,0.00,0.50,230.2,41.2,13.546,73.600,0.2298,954.350,0.00,15.6,0.2102,0.0976,0.1281
181,01/14/25 08:30:00 PM,0.00,0.50,230.2,23.7,13.473,75.000,0.2305,954.350,0.00,13.1,0.2109,0.0976,0.1281
182,01/14/25 08:40:00 PM,0.00,0.50,230.2,23.7,13.449,76.000,0.2305,954.150,0.00,8.1,0.2109,0.0976,0.1288
183,01/14/25 08:50:00 PM,0.00,0.50,230.2,13.7,13.473,76.400,0.2313,954.150,0.00,5.6,0.2109,0.0976,0.1288
